category,subcategory,goal,pledged,success
Art,Social Practice,1300.0,12.0,False
Publishing,Translations,13000.0,0.0,False
Photography,Fine Art,200.0,50.0,False
Design,Civic Design,9500.0,10387.0,True
Design,Typography,52.0,2.0,False
Crafts,Embroidery,5000.0,60.0,False
Music,Metal,5000.0,5310.0,True
Music,R&B,450.0,466.0,True
Photography,Nature,6000.0,1247.0,False
Games,Mobile Games,500.0,0.0,False
Art,Video Art,800.0,805.0,True
Design,Civic Design,50000.0,725.0,False
Technology,Gadgets,10000.0,121.0,False
Film & Video,Action,10000.0,11015.12,True
Games,Games,10000.0,16601.0,True
Fashion,Accessories,6000.0,0.0,False
Publishing,Literary Spaces,7500.0,8158.0,True
Design,Typography,2750.0,10.0,False
Film & Video,documentary,30000.0,0.0,False
Food,Community Gardens,900.0,55.0,False
Art,Installations,10059866.0,25.0,False
Film & Video,Animation,75000.0,628.0,False
Games,Video Games,1030.0,6.0,False
Journalism,Audio,1100000.0,50.0,False
Crafts,Printing,500.0,63.0,False
Publishing,Nonfiction,11111.0,1705.0,False
Food,Food Trucks,20000.0,21158.0,True
Art,Installations,2140.0,4453.0,True
Theater,Spaces,20000.0,56.0,False
Film & Video,Narrative Film,10000.0,10251.0,True
Art,Painting,1000.0,174.0,False
Film & Video,Action,100000.0,8502.0,False
Games,tabletop games,1000.0,35.0,False
Film & Video,Drama,500.0,721.0,True
Design,Design,2000.0,5056.0,True
Theater,Musical,6000.0,6025.0,True
Dance,Performances,1500.0,1532.0,True
Design,Architecture,40000.0,40577.0,True
Music,Metal,5000.0,323.0,False
Publishing,Children's Books,1300.0,1313.0,True
Crafts,Quilts,1500.0,21.0,False
Design,Architecture,16000.0,131.0,False
Games,Games,10000.0,10409.0,True
Games,Playing Cards,4200.0,59.0,False
Food,Spaces,150000.0,410.0,False
Photography,Photography,550.0,779.0,True
Film & Video,Webseries,900.0,2149.0,True
Food,Small Batch,9636.0,17019.0,True
Music,Jazz,1850.0,149.0,False
Publishing,Letterpress,650.0,0.0,False
Crafts,Printing,1200.0,2352.0,True
Photography,Photography,7500.0,8301.0,True
Publishing,Periodicals,4000.0,4694.0,True
Theater,Experimental,30000.0,0.0,False
Film & Video,Festivals,3000.0,3131.0,True
Technology,DIY Electronics,5000.0,365.0,False
Art,Ceramics,3250.0,3272.0,True
Music,Punk,8000.0,1.0,False
Food,Bacon,8.0,0.0,False
Art,Sculpture,500.0,3425.0,True
Theater,Festivals,500.0,2021.0,True
Photography,Places,2500.0,376.0,False
Games,video games,2500.0,53.0,False
Publishing,Zines,20000.0,11244.0,False
Fashion,Accessories,15750.0,207.0,False
Art,Social Practice,3300.0,41.0,False
Art,Illustration,4000.0,52209.0,True
Crafts,Printing,450.0,787.0,True
Technology,Makerspaces,15000.0,15821.88,True
Comics,Comics,2500.0,399.0,False
Comics,Comics,5800.0,140.0,False
Food,Food Trucks,17500.0,216.0,False
Film & Video,Movie Theaters,100.0,300.0,True
Food,Small Batch,2500.0,25.0,False
Technology,3D Printing,100000.0,80279.55,False
Publishing,Comedy,5000.0,5229.75,True
Journalism,Journalism,4000.0,4180.0,True
Crafts,Crochet,100.0,100.0,True
Fashion,Jewelry,500.0,30.0,False
Publishing,fiction,8000.0,0.0,False
Journalism,Photo,500.0,101.0,False
Technology,3D Printing,100000.0,156885.0,True
Art,Video Art,1500.0,858.0,False
Games,Games,1500.0,2668.0,True
Comics,Anthologies,5000.0,5135.0,True
Comics,Webcomics,130.0,146.0,True
Technology,Makerspaces,10000.0,13813.34,True
Food,Community Gardens,12000.0,7666.0,False
Art,Social Practice,3500.0,735.0,False
Design,product design,2500.0,0.0,False
Film & Video,Movie Theaters,100900.0,112494.45,True
Design,Interactive Design,5000.0,7000.33,True
Theater,Comedy,100000.0,17766.93,False
Crafts,Crochet,300.0,301.0,True
Art,Installations,300.0,377.0,True
Publishing,Young Adult,1500.0,0.0,False
Music,Latin,700.0,51.0,False
Food,Farmer's Markets,3500.0,6405.0,True
Music,Music,40000.0,41575.0,True
Theater,Experimental,9090.0,9654.0,True
Technology,Sound,20000.0,45556.0,True
Comics,Events,1500.0,1.0,False
Fashion,Pet Fashion,7500.0,26266.0,True
Publishing,Literary Spaces,6000.0,11.0,False
Design,Product Design,100.0,507.0,True
Photography,Photobooks,500.0,711.0,True
Fashion,Ready-to-wear,7500.0,1070.0,False
Music,R&B,1000.0,136.0,False
Journalism,Web,3264.0,3436.0,True
Music,Latin,60000.0,11381.0,False
Crafts,Glass,2000.0,240.0,False
Film & Video,Action,600.0,708.0,True
Technology,DIY Electronics,1700.0,2733.0,True
Food,Food Trucks,15000.0,15050.0,True
Film & Video,Drama,0.0,0.0,False
Journalism,Photo,10000.0,2516.0,False
Publishing,Calendars,865.0,20.0,False
Art,Textiles,4000.0,2864.0,False
Design,Product Design,7538.0,9863.0,True
Music,Jazz,5000.0,5003.0,True
Music,Jazz,3000.0,3136.0,True
Film & Video,Comedy,13400.0,35640.0,True
Crafts,Embroidery,500.0,5134.0,True
Film & Video,Action,20000.0,20000.0,True
Fashion,Apparel,1200.0,13627.0,True
Technology,Wearables,22300.0,27011.0,True
Fashion,Apparel,15000.0,102.0,False
Crafts,Stationery,3000.0,210.0,False
Games,Games,15000.0,11.0,False
Crafts,Embroidery,2000.0,10.0,False
Publishing,Zines,500.0,337.0,False
Art,Performance Art,8000.0,8225.0,True
Art,Installations,3000.0,3575.0,True
Film & Video,Television,840.0,0.0,False
Film & Video,Drama,200.0,301.0,True
Film & Video,Music Videos,500.0,621.0,True
Comics,Events,555.0,3777.0,True
Music,indie rock,617.0,1.0,False
Journalism,Journalism,4800.0,5040.0,True
Publishing,Publishing,30000.0,1055.0,False
Comics,Comics,5000.0,481.0,False
Film & Video,Movie Theaters,50000.0,31.0,False
Crafts,Pottery,5243.0,7564.0,True
Journalism,Photo,3421.0,3476.0,True
Food,Food,500.0,555.0,True
Music,Country & Folk,6000.0,0.0,False
Music,Comedy,20000.0,5773.0,False
Design,product design,9000.0,0.0,False
Publishing,Translations,360.0,0.0,False
Music,Hip-Hop,10000.0,10842.0,True
Design,Civic Design,15000.0,15054.0,True
Film & Video,Movie Theaters,15000.0,15101.0,True
Games,Tabletop Games,50000.0,16735.0,False
Music,Electronic Music,5000.0,5042.0,True
Film & Video,Drama,5000.0,6935.0,True
Music,Punk,2000.0,1438.0,False
Film & Video,Romance,7000.0,0.0,False
Theater,Immersive,3300.0,46.0,False
Dance,Dance,1500.0,1605.0,True
Food,Small Batch,20000.0,40502.99,True
Food,Food,100000.0,109406.0,True
Fashion,Apparel,10000.0,0.0,False
Dance,Spaces,60000.0,61360.0,True
Film & Video,documentary,5000.0,535.0,False
Fashion,Fashion,100.0,110.0,True
Games,Puzzles,60.0,61.0,True
Publishing,Zines,1000.0,1236.33,True
Games,Live Games,42800.0,106.0,False
Comics,Webcomics,3000.0,60209.09,True
Fashion,Accessories,1000.0,197.0,False
Technology,Space Exploration,1800.0,2374.0,True
Food,Small Batch,3000.0,3167.0,True
Crafts,Weaving,40000.0,114048.8,True
Music,Electronic Music,12000.0,24220.0,True
Crafts,Candles,5000.0,1034.0,False
Technology,Technology,22000.0,107723.0,True
Food,Cookbooks,17000.0,17388.0,True
Food,Farms,5000.0,8242.0,True
Art,Illustration,5000.0,10.0,False
Games,mobile games,30000.0,0.0,False
Film & Video,Shorts,500.0,501.0,True
Theater,Theater,6148.0,7110.0,True
Photography,Animals,1023.0,72.0,False
Crafts,Candles,5000.0,0.0,False
Food,Farms,15000.0,15747.77,True
Publishing,Children's Books,1800.0,75.0,False
Games,Live Games,18000.0,1260.0,False
Photography,Animals,937.0,1252.0,True
Music,Comedy,15000.0,16404.0,True
Theater,Comedy,6000.0,407.0,False
Publishing,Art Books,3000.0,789.0,False
Publishing,Literary Journals,1700.0,1855.0,True
Film & Video,Documentary,50000.0,0.0,False
Comics,Events,16.0,60.0,True
Photography,Nature,2500.0,3476.0,True
Music,Comedy,300.0,673.82,True
Film & Video,Television,20000.0,27140.0,True
Theater,Theater,400.0,430.0,True
Publishing,Comedy,700.0,777.0,True
Food,Drinks,25000.0,36082.0,True
Technology,Flight,100000.0,1.0,False
Technology,3D Printing,100000.0,4507.0,False
Food,Restaurants,5000.0,5575.0,True
Publishing,Calendars,10000.0,47.0,False
Dance,Dance,3000.0,303.0,False
Games,Games,1294.0,1373.0,True
Film & Video,Animation,15000.0,15535.0,True
Photography,Nature,125000.0,460.0,False
Design,Design,8001.0,51.0,False
Art,Ceramics,11652.0,12577.0,True
Journalism,Audio,300.0,300.0,True
Journalism,Video,1000.0,1360.0,True
comics,Graphic Novels,20000.0,0.0,False
Publishing,Young Adult,12000.0,21069.5,True
Technology,Gadgets,50000.0,10.0,False
Design,Architecture,15000.0,16614.0,True
Theater,Plays,5500.0,5828.0,True
Journalism,Web,300.0,0.0,False
Crafts,Pottery,300000.0,351025.0,True
Art,Sculpture,7700.0,6476.0,False
Film & Video,Festivals,9000.0,1466.0,False
Publishing,Zines,6500.0,17660.5,True
Music,Hip-Hop,4000.0,4071.0,True
Art,Conceptual Art,4000.0,4038.0,True
Publishing,Art Books,25000.0,134294.0,True
Music,Electronic Music,2025.0,523.0,False
Comics,Comic Books,2500.0,738.0,False
Publishing,Periodicals,2000.0,0.0,False
Music,Classical Music,2000.0,2304.0,True
Film & Video,Experimental,110.0,40.0,False
Design,Architecture,1877000.0,232.0,False
Publishing,Fiction,12500.0,10.0,False
Art,Illustration,2000.0,4727.0,True
Music,Blues,22997.0,532.0,False
Crafts,DIY,10000.0,16490.0,True
Food,Food Trucks,25000.0,29457.0,True
Music,Chiptune,300.0,351.0,True
Theater,Festivals,7000.0,0.0,False
Art,Illustration,500.0,1.0,False
Film & Video,Music Videos,7000.0,1706.0,False
comics,Comic Books,4200.0,0.0,False
Food,Community Gardens,12500.0,12958.36,True
Fashion,Couture,2000.0,3062.0,True
Art,digital art,37000.0,0.0,False
Music,Pop,12400.0,1750.0,False
Games,Tabletop Games,17000.0,22580.0,True
Theater,Plays,500.0,1.0,False
Art,Sculpture,6040.0,8096.0,True
Art,Conceptual Art,800.0,1116.0,True
Design,Typography,750.0,953.0,True
Publishing,Literary Spaces,5000.0,5601.29,True
Photography,People,2500.0,361.0,False
Photography,Fine Art,4000.0,4122.0,True
Publishing,Fiction,100.0,45.0,False
Film & Video,Festivals,550.0,550.0,True
Dance,Residencies,330700.0,2963.8,False
Photography,Fine Art,99.0,1450.0,True
Photography,Nature,1000.0,1181.0,True
Film & Video,Music Videos,1500.0,1500.0,True
Technology,Web,22773.0,33.0,False
Music,indie rock,20000.0,0.0,False
Comics,Comics,150000.0,0.0,False
Theater,Theater,600.0,305.0,False
Music,Faith,12000.0,1021.0,False
Fashion,Ready-to-wear,6810.0,10353.0,True
Music,R&B,5000.0,5135.0,True
Fashion,Jewelry,3248.0,0.0,False
Theater,Musical,5000.0,5050.77,True
Games,Video Games,20000.0,65395.0,True
Music,Pop,1445.0,4.0,False
Publishing,Publishing,9500.0,557.0,False
Dance,Workshops,50.0,825.0,True
Food,Drinks,15000.0,19674.0,True
Journalism,Photo,2800.0,4049.0,True
Journalism,Print,15500.0,47.0,False
Publishing,Publishing,7500.0,7725.0,True
Design,product design,17000.0,891.0,False
Film & Video,Comedy,12573.0,12630.0,True
Design,Design,5652.0,5787.0,True
Music,Chiptune,1200.0,20.0,False
Food,Bacon,10000.0,0.0,False
Music,Metal,1500.0,1500.0,True
Film & Video,Experimental,500000.0,1.0,False
Technology,Makerspaces,33333.0,25.0,False
Publishing,Literary Journals,2000.0,2452.0,True
Music,Comedy,2500.0,1.0,False
Fashion,Couture,2000.0,2052.0,True
Technology,Robots,25000.0,2.0,False
Crafts,Knitting,7500.0,11076.29,True
Food,Farms,3000.0,305.0,False
Crafts,Stationery,1000.0,0.0,False
Music,Electronic Music,3000.0,4050.99,True
Publishing,Literary Spaces,40000.0,1.0,False
Theater,Experimental,3000.0,0.0,False
Crafts,Embroidery,250.0,620.0,True
Publishing,Art Books,1200.0,1220.0,True
Dance,Performances,10568.0,305.0,False
Art,Installations,200.0,202.0,True
Fashion,Childrenswear,120000.0,0.0,False
Dance,Dance,2500.0,2507.0,True
Music,Rock,10000.0,16695.0,True
Film & Video,Drama,20000.0,21315.0,True
Journalism,Web,11383.0,14448.0,True
Technology,DIY Electronics,12000.0,16643.0,True
Art,Conceptual Art,1261.0,1456.0,True
Fashion,Footwear,24000.0,24543.75,True
Music,rock,10000.0,935.0,False
Games,video games,1000.0,0.0,False
Theater,Musical,10000.0,11530.0,True
Music,Hip-Hop,1500.0,25.0,False
Crafts,Knitting,1500.0,60.0,False
Music,Pop,30000.0,5715.0,False
Food,Farmer's Markets,15000.0,15360.84,True
Crafts,Pottery,10000.0,477.0,False
Food,Farmer's Markets,4000.0,2.0,False
Food,Drinks,5000.0,542.0,False
Art,Conceptual Art,2500.0,6636.0,True
Art,Art,550.0,150.0,False
Food,Drinks,20000.0,5420.0,False
Food,Drinks,300.0,577.0,True
Film & Video,Music Videos,25000.0,78742.0,False
Crafts,Woodworking,3000.0,3571.0,True
Technology,Web,22606.0,0.0,False
Games,Mobile Games,10000.0,10125.22,True
Technology,Sound,5000.0,5024.0,True
Dance,Performances,4000.0,4025.0,True
Art,Mixed Media,15000.0,15030.0,True
Film & Video,Science Fiction,31704.0,207.0,False
Food,Bacon,8000.0,8742.0,True
Technology,Software,5000.0,5782.6,True
Music,Classical Music,20000.0,21710.0,True
Publishing,Fiction,18000.0,87.0,False
Journalism,Print,10000.0,2.0,False
Design,Interactive Design,1000.0,4840.0,True
Food,Farmer's Markets,1000.0,19.0,False
Technology,Sound,1000.0,0.0,False
Publishing,Art Books,200.0,462.0,True
Design,Product Design,5000.0,5332.0,True
Art,Public Art,500.0,50.0,False
Technology,Makerspaces,50000.0,60.0,False
Publishing,Academic,7000.0,411.0,False
Music,Comedy,6069.0,93.0,False
Film & Video,documentary,15000.0,193.0,False
Design,Product Design,2800.0,47876.0,True
Design,Civic Design,48698.0,49946.0,True
Journalism,Video,3000.0,3012.0,True
Technology,Wearables,21900.0,234904.0,True
Art,Digital Art,100.0,280.0,True
Music,Kids,23500.0,27098.0,True
Technology,3D Printing,50000.0,588775.55,True
Art,Art,8600.0,600.0,False
Fashion,Ready-to-wear,3000.0,9071.0,True
Design,Graphic Design,250.0,364.0,True
Design,Architecture,1450.0,1747.0,True
Art,Painting,1500.0,1.0,False
Design,Graphic Design,2000.0,90.0,False
Food,Small Batch,13000.0,22960.0,True
Film & Video,Drama,10000.0,12038.5,True
Art,Video Art,5600.0,5883.0,True
Theater,Immersive,300.0,0.0,False
Publishing,Comedy,200000.0,205152.71,True
Games,Live Games,375000.0,110.0,False
Music,Rock,500.0,0.0,False
Film & Video,animation,6570.0,160.0,False
Music,Kids,1500.0,506.0,False
Music,Rock,2000.0,2025.0,True
Film & Video,Thrillers,2250.0,2270.0,True
Comics,Comic Books,3950.0,2363.0,False
Art,Sculpture,84104.0,485.0,False
Fashion,Ready-to-wear,6200.0,7492.0,True
Technology,Robots,68000.0,6756.17,False
Journalism,Web,10000.0,10271.0,True
Theater,Plays,12000.0,12320.0,True
Theater,Musical,1000000.0,2.0,False
Music,Metal,1650000.0,2004625.0,True
Games,Gaming Hardware,100.0,118.0,True
Theater,Festivals,2000.0,0.0,False
Publishing,Literary Spaces,1423.0,1480.0,True
Food,Food,7500.0,10350.0,True
Music,Hip-Hop,1500.0,1560.0,True
Theater,Experimental,500.0,0.0,False
Film & Video,Family,6000.0,800.0,False
Art,Ceramics,1500.0,135.0,False
Food,Cookbooks,425.0,700.0,True
Games,Playing Cards,1000.0,5148.0,True
Technology,Robots,3000.0,3467.0,True
Publishing,Children's Books,1400.0,1796.0,True
Art,Installations,4600.0,91.0,False
Music,Faith,5000.0,6355.0,True
Fashion,Pet Fashion,25000.0,1.0,False
Film & Video,Movie Theaters,24000.0,24488.0,True
Games,Mobile Games,8000.0,103.0,False
Fashion,Ready-to-wear,25000.0,28806.0,True
Design,Interactive Design,2000.0,52.0,False
Music,Comedy,2000.0,2111.0,False
Film & Video,Narrative Film,20000.0,20237.0,True
Fashion,Accessories,7000.0,11377.0,True
Comics,Events,500.0,646.0,True
Publishing,Poetry,1500.0,3657.0,True
Dance,Workshops,2500.0,3587.0,True
Art,Social Practice,17000.0,17098.0,True
Crafts,Weaving,150.0,175.0,True
Journalism,Web,1000.0,1836.11,True
Film & Video,Romance,7089.0,0.0,False
Food,Farmer's Markets,20000.0,21458.55,True
Music,R&B,3000.0,0.0,False
Art,Social Practice,5000.0,8800.0,True
Food,Food,1650.0,2266.0,True
Film & Video,Fantasy,300.0,0.0,False
Crafts,Glass,250.0,946.0,True
Publishing,Literary Journals,3777.0,126.0,False
Music,Faith,75.0,75.0,True
Art,Textiles,1124.0,1532.0,True
Film & Video,Documentary,13125.0,5465.0,False
Theater,Festivals,1000.0,22.0,False
Dance,Workshops,25000.0,26370.0,True
Art,Performance Art,100.0,83.0,False
Comics,Events,24.0,1.0,False
Film & Video,Film & Video,1000.0,50.0,False
Publishing,Poetry,1500.0,3906.0,True
Comics,Anthologies,2200.0,2210.0,True
Technology,3D Printing,40000.0,40464.0,True
Design,Product Design,125000.0,12403.0,False
Crafts,Weaving,500.0,241.0,False
Theater,Immersive,600.0,1169.0,True
Music,Pop,1000.0,1004.0,True
Design,Architecture,30000.0,9038.0,False
Art,Social Practice,100.0,102.0,True
Technology,Software,7500.0,8441.72,True
Food,Drinks,50000.0,25181.0,False
Art,Sculpture,1.0,1.0,True
Film & Video,Science Fiction,2500.0,2660.0,True
Food,Drinks,5000.0,15296.0,True
Dance,Spaces,5000.0,6812.0,True
Food,Events,100.0,111.0,True
Journalism,Journalism,2000.0,2237.0,True
Photography,Places,6642.0,834.0,False
Film & Video,Animation,1000.0,183.0,False
Food,Bacon,50000.0,17003.0,False
Publishing,Publishing,5000.0,5482.0,True
Film & Video,Comedy,1000.0,1047.0,True
Comics,Comics,8500.0,1013.0,False
Dance,Residencies,75000.0,1.0,False
Crafts,Crochet,15000.0,6.0,False
Music,Metal,2500.0,345.0,False
Music,indie rock,15000.0,301.0,False
Music,Chiptune,6694.0,0.0,False
Dance,Spaces,3000.0,55.0,False
Publishing,Periodicals,1500.0,116.0,False
Music,Music,25000.0,450.0,False
Design,product design,2800.0,6525.0,False
Design,Graphic Design,13000.0,954.0,False
Technology,Apps,100000.0,4.0,False
Crafts,DIY,394.0,0.0,False
Technology,3D Printing,100000.0,382027.77,True
Food,Vegan,10000.0,0.0,False
Technology,Technology,8000.0,1320.0,False
Technology,Web,4000.0,0.0,False
Photography,Animals,12000.0,230.0,False
Film & Video,shorts,1200.0,230.0,False
Photography,Fine Art,655.0,0.0,False
Games,Video Games,14159.0,9.0,False
Art,Art,3500.0,3620.0,True
Design,Product Design,15000.0,373.0,False
Food,Food,7500.0,8240.0,True
Food,Food,20000.0,1270.0,False
Games,Games,5000.0,6118.0,True
Technology,Apps,30000.0,2.0,False
Music,Music,3500.0,175.0,False
Crafts,Crochet,150.0,64.0,False
Journalism,Audio,7000.0,0.0,False
Dance,Dance,10000.0,1.0,False
Art,Painting,22000.0,2871.0,False
Film & Video,Film & Video,5000.0,5601.0,True
Film & Video,Thrillers,4000.0,1.0,False
Fashion,Footwear,20000.0,54930.0,True
Film & Video,Family,1500.0,100.0,False
Fashion,Apparel,8000.0,9925.0,True
Publishing,Children's Books,3000.0,4450.0,True
Music,Music,2000.0,202.0,False
Art,Conceptual Art,6500.0,35.0,False
Dance,Workshops,500.0,806.0,True
Publishing,Young Adult,1500.0,1752.0,True
Fashion,Accessories,18000.0,34.0,False
Theater,Musical,2000.0,2001.0,True
Food,Farmer's Markets,400.0,771.0,True
Publishing,Periodicals,2200.0,0.0,False
Publishing,Young Adult,5000.0,1.0,False
Technology,Apps,10000.0,100.0,False
Art,Ceramics,1500.0,0.0,False
Comics,Events,20000.0,113.0,False
Music,Metal,1674.0,3101.0,True
Film & Video,Drama,3800.0,6100.0,True
Publishing,Young Adult,1350.0,1435.0,True
comics,Graphic Novels,3000.0,367.0,False
Film & Video,Movie Theaters,54000.0,75.0,False
Technology,Apps,500.0,515.0,True
Art,public art,30000.0,0.0,False
Publishing,Literary Journals,5000.0,5481.13,True
Publishing,Fiction,500.0,823.0,True
Games,Games,5000.0,24076.0,True
Food,Events,300.0,309.0,True
Publishing,nonfiction,123.45,12.0,False
Art,Textiles,1459.0,1474.0,True
Technology,Apps,18000.0,340.0,False
Music,Punk,5000.0,31.0,False
Fashion,Fashion,4000.0,20405.0,True
Film & Video,Comedy,75000.0,75557.0,True
Publishing,Nonfiction,15000.0,4357.0,False
Technology,Web,150.0,10001.0,True
Games,Mobile Games,1300.0,1350.0,True
Crafts,Crochet,100.0,31.0,False
Crafts,Glass,50000.0,547.0,False
Technology,Flight,20000.0,1.0,False
Food,Events,15000.0,15030.0,True
Crafts,Crochet,200.0,864.0,True
Dance,Dance,800.0,50.0,False
Technology,Space Exploration,20000.0,45864.45,True
Comics,Comic Books,20000.0,57.0,False
Photography,Nature,500.0,170.0,False
Music,Comedy,1000.0,3938.03,True
Food,Restaurants,20000.0,15.0,False
Film & Video,Family,43500.0,46068.8,True
Theater,Experimental,500.0,76.0,False
Publishing,Young Adult,500.0,17050.0,True
Publishing,Calendars,4000.0,15.0,False
